"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"644","Alaska Airlines","12/31/2018","2018-12-08",23,"Saturday",413.9,1,"3",8,"3",396.630941353317,396.833521479732,286.25782907206,573.909452383984
"645","American Airlines","01/01/2019","2018-12-02",30,"Sunday",428.5225,1,"4",10,"3",497.796237894457,499.788697378879,346.886354584615,747.571333545166
"647","American Airlines","01/01/2019","2018-12-04",28,"Tuesday",820.133333333333,1,"4",9,"3",462.955260798172,465.821889854676,326.243154336971,691.506025288312
"648","American Airlines","01/01/2019","2018-12-06",26,"Thursday",410.775,1,"4",9,"3",367.583057833649,368.669461038883,267.5870596018,528.410036604413
"649","American Airlines","01/01/2019","2018-12-07",25,"Friday",423.866666666667,1,"4",8,"3",390.518097490293,390.515082491824,284.30932536285,562.394548853704
"650","American Airlines","01/01/2019","2018-12-08",24,"Saturday",449.39625,1,"3",8,"3",461.19859338969,460.027749785998,325.488810118809,674.768211170945
"652","American Airlines","01/02/2019","2018-12-03",30,"Monday",423.555555555556,1,"4",10,"3",459.934014281653,454.794312692093,330.591949369651,664.754066530336
"653","American Airlines","01/02/2019","2018-12-04",29,"Tuesday",423.555555555556,1,"4",10,"3",471.258485017522,480.259215951347,328.869884957983,705.504987563269
"654","American Airlines","01/02/2019","2018-12-05",28,"Wednesday",417.2,1,"4",9,"3",477.047479691491,475.27633932667,333.91563751715,716.674076710602
"655","American Airlines","01/02/2019","2018-12-06",27,"Thursday",823.358,1,"4",9,"3",386.521375798597,387.606741237982,277.578963520053,569.889514925723
"656","American Airlines","01/02/2019","2018-12-07",26,"Friday",423.128571428571,1,"4",9,"3",410.148038901899,412.127227510527,291.669828851667,607.381186094715
"659","American Airlines","01/03/2019","2018-12-03",31,"Monday",352.25,1,"4",10,"3",385.290811839239,388.748523832819,279.90710227067,562.684702650811
"660","American Airlines","01/03/2019","2018-12-04",30,"Tuesday",352.25,1,"4",10,"3",406.109931628137,405.292108480993,291.126979460724,591.852918589816
"661","American Airlines","01/03/2019","2018-12-05",29,"Wednesday",339.84,1,"4",10,"3",408.551992383281,408.850256562341,290.827808223375,608.261665324195
"662","American Airlines","01/03/2019","2018-12-06",28,"Thursday",355.24,1,"4",9,"3",331.209265212488,330.113649771536,245.827575456093,471.161775135374
"663","American Airlines","01/03/2019","2018-12-07",27,"Friday",360.163636363636,1,"4",9,"3",344.831213267124,344.435693090904,255.267124861994,497.047719202893
"664","American Airlines","01/03/2019","2018-12-08",26,"Saturday",365.78,1,"4",9,"3",404.647244552072,407.219513896747,290.096549329232,582.67545024937
"665","American Airlines","01/04/2019","2018-12-02",33,"Sunday",278.457142857143,1,"5",11,"3",336.173517669783,333.855374283305,249.718700937933,476.289798500374
"666","American Airlines","01/04/2019","2018-12-03",32,"Monday",278.457142857143,1,"5",11,"3",301.087012901266,297.826991741901,227.041195909421,420.710585360541
"667","American Airlines","01/04/2019","2018-12-04",31,"Tuesday",278.457142857143,1,"4",10,"3",329.260808770832,330.443467118283,244.048621590779,467.633116196843
"668","American Airlines","01/04/2019","2018-12-05",30,"Wednesday",267.5,1,"4",10,"3",330.506227717054,329.515462977496,247.759492950186,471.605360497364
"670","American Airlines","01/04/2019","2018-12-07",28,"Friday",267.5,1,"4",9,"3",288.706366075384,288.060888844506,221.082096857393,401.915504841263
"672","American Airlines","01/05/2019","2018-12-02",34,"Sunday",344.4,1,"5",11,"3",328.703661269916,326.801897656876,243.55519423605,472.160538390072
"673","American Airlines","01/05/2019","2018-12-03",33,"Monday",344.4,1,"5",11,"3",298.905781970618,298.220148097954,225.675915497356,416.489549429032
"675","American Airlines","01/05/2019","2018-12-05",31,"Wednesday",344.4,1,"4",10,"3",333.224949643893,332.037213874154,245.405671270711,479.977199518916
"676","American Airlines","01/05/2019","2018-12-06",30,"Thursday",298.8,1,"4",10,"3",272.836282697934,272.840241534519,209.830464890554,375.494109400233
"677","American Airlines","01/05/2019","2018-12-07",29,"Friday",298.8,1,"4",10,"3",285.590803066533,285.453785702761,217.580511227731,400.298301337069
"678","American Airlines","01/05/2019","2018-12-08",28,"Saturday",250.133333333333,1,"4",9,"3",331.189796677457,331.478162845021,242.729026024801,474.520525041053
"679","American Airlines","01/06/2019","2018-12-02",35,"Sunday",264.633333333333,1,"5",12,"3",340.103460427497,337.889808322598,252.214228979499,478.202656649941
"680","American Airlines","01/06/2019","2018-12-03",34,"Monday",255.633333333333,1,"5",11,"3",309.257497782976,311.42406526007,229.367039774763,439.594213261219
"681","American Airlines","01/06/2019","2018-12-04",33,"Tuesday",255.633333333333,1,"5",11,"3",316.232797642167,319.360949462935,236.612773808396,443.283114298721
"682","American Airlines","01/06/2019","2018-12-05",32,"Wednesday",273.633333333333,1,"5",11,"3",322.662551179437,322.500194027756,240.798672108095,455.756426893765
"683","American Airlines","01/06/2019","2018-12-06",31,"Thursday",264.633333333333,1,"4",10,"3",280.86358241702,279.152321194813,216.918009791944,383.511228947145
"686","American Airlines","01/07/2019","2018-12-02",36,"Sunday",208.3,1,"5",12,"4",224.76481761752,226.424927296338,182.048128096122,296.021486319343
"687","American Airlines","01/07/2019","2018-12-03",35,"Monday",198.575,1,"5",12,"3",210.242634985399,210.853232017789,171.306516945208,271.964924002384
"688","American Airlines","01/07/2019","2018-12-04",34,"Tuesday",198.575,1,"5",11,"3",214.611886310511,214.19854595549,174.649663958818,279.578987561549
"690","American Airlines","01/07/2019","2018-12-06",32,"Thursday",197.392857142857,1,"5",11,"3",191.633938666664,190.1911582338,160.909269528327,241.655018197863
"691","American Airlines","01/07/2019","2018-12-07",31,"Friday",197.113333333333,1,"4",10,"3",204.26922424808,205.178881710872,168.069066137308,262.419346575952
"692","American Airlines","01/07/2019","2018-12-08",30,"Saturday",212.08125,1,"4",10,"3",228.72470282392,230.025229286192,182.940100052827,305.482095864818
"693","American Airlines","01/08/2019","2018-12-02",37,"Sunday",135.676923076923,1,"5",12,"4",139.165043150292,139.240982464117,129.240754117813,156.160004127246
"694","American Airlines","01/08/2019","2018-12-03",36,"Monday",135.708333333333,1,"5",12,"4",135.790673997811,135.824286772093,127.315144711007,149.428429736599
"695","American Airlines","01/08/2019","2018-12-04",35,"Tuesday",135.708333333333,1,"5",12,"3",136.902397448703,136.834959639196,127.919313848296,151.9722666234
"696","American Airlines","01/08/2019","2018-12-05",34,"Wednesday",253.583333333333,1,"5",11,"3",137.033905890287,137.024602672288,127.944561149235,151.529079751494
"697","American Airlines","01/08/2019","2018-12-06",33,"Thursday",136.126666666667,1,"5",11,"3",131.413471486398,131.51855996717,124.476503652719,143.000296644769
"698","American Airlines","01/08/2019","2018-12-07",32,"Friday",136.078571428571,1,"5",11,"3",132.615643330437,132.75213943734,125.290776404758,145.131956747395
"700","American Airlines","01/09/2019","2018-12-02",38,"Sunday",134.58,1,"5",13,"4",180.90639566874,181.10372468445,153.523942633225,224.040667400107
"701","American Airlines","01/09/2019","2018-12-03",37,"Monday",134.625,1,"5",12,"4",171.203973819229,170.669161766155,148.170581145372,210.099969840011
"702","American Airlines","01/09/2019","2018-12-04",36,"Tuesday",134.625,1,"5",12,"4",174.080627346627,174.172600595979,150.385870026585,211.312697947286
"703","American Airlines","01/09/2019","2018-12-05",35,"Wednesday",98.2,1,"5",12,"3",175.983300558319,176.13534248591,151.432503487927,217.952683398818
"704","American Airlines","01/09/2019","2018-12-06",34,"Thursday",134.314285714286,1,"5",11,"3",160.107895994295,160.264654033329,141.912702152024,189.946720304462
"705","American Airlines","01/09/2019","2018-12-07",33,"Friday",134.421428571429,1,"5",11,"3",163.754245116824,163.08669469151,144.282745882707,195.882176540789
"706","American Airlines","01/09/2019","2018-12-08",32,"Saturday",134.421428571429,1,"5",11,"3",177.073419198366,177.120986494465,151.335432004033,220.103060195121
"707","American Airlines","01/10/2019","2018-12-02",39,"Sunday",142.142105263158,1,"6",13,"4",154.960020186662,154.469872706837,139.045988606189,181.666863044626
"709","American Airlines","01/10/2019","2018-12-04",37,"Tuesday",142.142105263158,1,"5",12,"4",157.009805815862,157.436905359098,140.014371928596,185.525055014913
"710","American Airlines","01/10/2019","2018-12-05",36,"Wednesday",141.994444444444,1,"5",12,"4",158.334464477337,158.001130275262,140.233597416287,188.310294316674
"711","American Airlines","01/10/2019","2018-12-06",35,"Thursday",141.994444444444,1,"5",12,"3",147.374365127632,147.672144101021,134.111225872587,169.33350722631
"712","American Airlines","01/10/2019","2018-12-07",34,"Friday",142.180952380952,1,"5",11,"3",150.857618776618,150.923049998078,136.691114173447,173.942028780597
"713","American Airlines","01/10/2019","2018-12-08",33,"Saturday",128.2,1,"5",11,"3",159.850432571175,159.60524705322,141.756110889884,189.064961484299
"714","American Airlines","01/11/2019","2018-12-02",40,"Sunday",141.994444444444,1,"6",13,"4",150.209763061357,150.568222084987,135.858505572458,173.525766362292
"715","American Airlines","01/11/2019","2018-12-03",39,"Monday",141.994444444444,1,"6",13,"4",145.626976257005,145.702639458586,133.051554225956,165.906318707267
"716","American Airlines","01/11/2019","2018-12-04",38,"Tuesday",141.994444444444,1,"5",13,"4",152.617291929015,152.953172904974,137.167339645663,177.640579975036
"717","American Airlines","01/11/2019","2018-12-05",37,"Wednesday",142.142105263158,1,"5",12,"4",153.546443797784,153.333070626015,137.841407464661,179.054793028114
"718","American Airlines","01/11/2019","2018-12-06",36,"Thursday",142.142105263158,1,"5",12,"4",143.344115051376,143.149674382711,131.628089535439,162.293415420575
"719","American Airlines","01/11/2019","2018-12-07",35,"Friday",142.32380952381,1,"5",12,"3",145.948695186239,145.893231242502,133.269896684047,167.341940636538
"720","American Airlines","01/11/2019","2018-12-08",34,"Saturday",142.275,1,"5",11,"3",154.738068644391,154.948899342898,138.912559749293,179.3894664723
"721","American Airlines","01/12/2019","2018-12-02",41,"Sunday",134.128571428571,1,"6",14,"4",135.680401287712,135.806553379358,127.008038224055,149.723912485234
"722","American Airlines","01/12/2019","2018-12-03",40,"Monday",134.128571428571,1,"6",13,"4",132.617091065013,132.947763971656,125.248785279218,145.308312279248
"723","American Airlines","01/12/2019","2018-12-04",39,"Tuesday",134.128571428571,1,"6",13,"4",133.766834048314,133.933303737284,126.204482671123,147.151723794651
"725","American Airlines","01/12/2019","2018-12-06",37,"Thursday",196.4,1,"5",12,"4",131.198903295422,131.262345644973,124.278220157448,142.445622828718
"726","American Airlines","01/12/2019","2018-12-07",36,"Friday",196.4,1,"5",12,"4",133.202744232416,133.166346938833,125.56277446332,145.690268934425
"728","American Airlines","01/13/2019","2018-12-02",42,"Sunday",283.666666666667,1,"6",14,"4",312.603825778127,311.722110036477,235.947403441451,440.193627982023
"729","American Airlines","01/13/2019","2018-12-03",41,"Monday",283.666666666667,1,"6",14,"4",286.947902100822,286.506440680836,220.55575144148,399.530936889842
"731","American Airlines","01/13/2019","2018-12-05",39,"Wednesday",284.0375,1,"6",13,"4",295.278173793095,292.75841304049,224.375761976558,414.523481289646
"732","American Airlines","01/13/2019","2018-12-06",38,"Thursday",142.182352941176,1,"5",13,"4",281.563204494175,281.314125877592,214.992335067594,391.82572825461
"733","American Airlines","01/13/2019","2018-12-07",37,"Friday",142.01875,1,"5",12,"4",289.921917700842,289.197054219421,221.157632088687,400.339090688918
"735","American Airlines","01/14/2019","2018-12-02",43,"Sunday",321.683333333333,1,"6",14,"4",206.134808131627,206.285589269664,170.05502049877,263.33473820481
"736","American Airlines","01/14/2019","2018-12-03",42,"Monday",141.55,1,"6",14,"4",192.138159312401,192.275710266937,161.872587778919,242.352485985709
"737","American Airlines","01/14/2019","2018-12-04",41,"Tuesday",141.55,1,"6",14,"4",196.808104307594,196.802441980961,164.87545925172,247.835163367414
"738","American Airlines","01/14/2019","2018-12-06",39,"Thursday",141.829411764706,1,"6",13,"4",175.884913478616,175.919627412157,151.668152456824,214.834291237425
"739","American Airlines","01/14/2019","2018-12-07",38,"Friday",283.658823529412,1,"5",13,"4",192.359851781874,192.383954302357,161.592220191633,245.859929371035
"740","American Airlines","01/14/2019","2018-12-08",37,"Saturday",141.433333333333,1,"5",12,"4",213.407856541846,213.479769111235,174.267830184345,278.933514932362
"744","American Airlines","01/15/2019","2018-12-05",41,"Wednesday",124.968421052632,1,"6",14,"4",133.34533165494,133.434480168994,125.588633294076,146.022785886568
"745","American Airlines","01/15/2019","2018-12-06",40,"Thursday",98.2,1,"6",13,"4",128.506507716772,128.450648230785,122.688221150149,137.816723616219
"746","American Airlines","01/15/2019","2018-12-07",39,"Friday",98.2,1,"6",13,"4",129.813023492379,129.857811033307,123.406948431593,140.417172840196
"747","American Airlines","01/15/2019","2018-12-08",38,"Saturday",134.314285714286,1,"5",13,"4",137.278184838552,137.143294188881,127.846561602579,152.983181335357
"748","American Airlines","01/16/2019","2018-12-02",45,"Sunday",134.752941176471,1,"6",15,"4",137.54408104485,137.358824028117,128.177923834339,152.712348326051
"749","American Airlines","01/16/2019","2018-12-03",44,"Monday",134.752941176471,1,"6",15,"4",134.273483966323,134.523393970428,126.19986774703,147.552012079563
"750","American Airlines","01/16/2019","2018-12-04",43,"Tuesday",134.752941176471,1,"6",14,"4",135.101390292108,135.007869912768,126.936062826471,148.888319969249
"751","American Airlines","01/16/2019","2018-12-05",42,"Wednesday",124.968421052632,1,"6",14,"4",135.359561769752,135.092550874019,126.772869944499,149.317496231564
"752","American Airlines","01/16/2019","2018-12-06",41,"Thursday",98.2,1,"6",14,"4",129.759058091006,129.62254428111,123.549600666343,139.824439881104
"756","American Airlines","01/17/2019","2018-12-03",45,"Monday",352.25,1,"6",15,"4",144.695422008893,144.617885313513,132.435780606733,165.259920256367
"757","American Airlines","01/17/2019","2018-12-04",44,"Tuesday",265.425,1,"6",15,"4",147.097642720151,147.084319223699,133.798919724598,168.247379166873
"758","American Airlines","01/17/2019","2018-12-05",43,"Wednesday",163.146153846154,1,"6",14,"4",147.329126775102,147.392876586646,133.831733187416,169.467945677955
"759","American Airlines","01/17/2019","2018-12-06",42,"Thursday",141.83125,1,"6",14,"4",138.326907539264,138.550852597107,128.549999708605,154.514477409124
"760","American Airlines","01/17/2019","2018-12-07",41,"Friday",142.005882352941,1,"6",14,"4",140.037617254242,140.078333396876,129.67169925221,156.365436696862
"761","American Airlines","01/18/2019","2018-12-02",47,"Sunday",142.466666666667,1,"7",16,"4",159.276005133853,159.73493662521,141.36008599359,189.280520992979
"762","American Airlines","01/18/2019","2018-12-03",46,"Monday",142.466666666667,1,"7",15,"4",153.121456496716,153.100584532471,137.583633776628,177.474309639383
"763","American Airlines","01/18/2019","2018-12-04",45,"Tuesday",142.466666666667,1,"6",15,"4",153.017247176506,152.700836767712,137.692613648412,178.485644397922
"765","American Airlines","01/18/2019","2018-12-06",43,"Thursday",141.192857142857,1,"6",14,"4",142.277416625127,142.448007298716,130.93183654901,160.937511063754
"766","American Airlines","01/18/2019","2018-12-07",42,"Friday",141.192857142857,1,"6",14,"4",145.900615224372,146.024405122714,133.216673777382,166.09655834976
"767","American Airlines","01/18/2019","2018-12-08",41,"Saturday",145.966666666667,1,"6",14,"4",152.933406877699,153.254433259624,137.374653727083,178.141282515736
"771","American Airlines","01/19/2019","2018-12-05",45,"Wednesday",223.461538461538,1,"6",15,"4",127.632250646732,127.672263179013,122.308269460591,136.298030230952
"772","American Airlines","01/19/2019","2018-12-06",44,"Thursday",98.2,1,"6",15,"4",124.132772814721,124.058956393944,120.19968106637,130.733428473212
"773","American Airlines","01/19/2019","2018-12-07",43,"Friday",134.847826086957,1,"6",14,"4",125.31062577115,125.386586940341,120.744245995562,132.884645310219
"774","American Airlines","01/19/2019","2018-12-08",42,"Saturday",134.847826086957,1,"6",14,"4",127.975784145933,128.02609449914,122.341489107757,136.867337709712
"775","American Airlines","01/20/2019","2018-12-02",49,"Sunday",143.55,1,"7",16,"4",308.540124803387,309.83635066766,233.009527673787,437.014995095301
"776","American Airlines","01/20/2019","2018-12-03",48,"Monday",144.835714285714,1,"7",16,"4",279.771748433396,279.846933503634,215.430377637787,380.429394167501
"777","American Airlines","01/20/2019","2018-12-04",47,"Tuesday",144.835714285714,1,"7",16,"4",285.07113032469,285.82825321795,217.75196188937,395.198645860718
"778","American Airlines","01/20/2019","2018-12-05",46,"Wednesday",144.835714285714,1,"7",15,"4",285.790547323646,285.668563730133,219.729272284624,399.043241234674
"779","American Airlines","01/20/2019","2018-12-06",45,"Thursday",144.835714285714,1,"6",15,"4",235.234817100216,235.343386833779,186.789301474543,318.516925633657
"781","American Airlines","01/20/2019","2018-12-08",43,"Saturday",462.725454545455,1,"6",14,"4",278.707891023544,277.509274308346,213.626763034563,387.926180493223
"783","American Airlines","01/21/2019","2018-12-03",49,"Monday",198.575,1,"7",16,"4",149.62020132882,149.693140824501,135.851623439242,171.555476821555
"784","American Airlines","01/21/2019","2018-12-04",48,"Tuesday",221.2,1,"7",16,"4",151.215382322842,151.165769781961,136.583369826478,175.450623823406
"786","American Airlines","01/21/2019","2018-12-06",46,"Thursday",151.657142857143,1,"7",15,"4",142.438398471612,142.885791727129,131.109122454831,161.240834579032
"787","American Airlines","01/21/2019","2018-12-07",45,"Friday",151.657142857143,1,"6",15,"4",143.327314811319,143.154747664848,131.593026716848,162.855797871454
"788","American Airlines","01/21/2019","2018-12-08",44,"Saturday",284.673684210526,1,"6",15,"4",150.131273954012,150.283074570728,135.922861633889,171.840810655063
"789","American Airlines","01/22/2019","2018-12-02",51,"Sunday",162.825,1,"7",17,"4",180.118562586266,179.683581892006,154.11256910863,223.328554250626
"793","American Airlines","01/22/2019","2018-12-06",47,"Thursday",123.6,1,"7",16,"4",159.503101787652,159.283004910578,141.767350787512,187.520733012314
"794","American Airlines","01/22/2019","2018-12-07",46,"Friday",134.48,1,"7",15,"4",162.972410160967,162.391212484179,143.876504923173,195.435052315593
"795","American Airlines","01/22/2019","2018-12-08",45,"Saturday",134.238461538462,1,"6",15,"4",172.640310930441,173.464334516781,148.951533796696,211.559897076058
"796","American Airlines","01/23/2019","2018-12-02",52,"Sunday",221.9,1,"7",17,"4",125.0551717055,125.111866958926,120.57169306103,132.146931826083
"797","American Airlines","01/23/2019","2018-12-03",51,"Monday",134.71875,1,"7",17,"4",123.502333514935,123.462733271421,119.701653688206,129.693528464488
"798","American Airlines","01/23/2019","2018-12-04",50,"Tuesday",269.16,1,"7",17,"4",123.939015827281,123.926408223821,119.913744896707,130.692768796228
"799","American Airlines","01/23/2019","2018-12-05",49,"Wednesday",269.16,1,"7",16,"4",124.153473796715,124.100973036136,120.00334157362,131.153120557862
"800","American Airlines","01/23/2019","2018-12-06",48,"Thursday",98.2,1,"7",16,"4",121.402182249427,121.382756202427,118.341907901237,126.484863930523
"801","American Airlines","01/23/2019","2018-12-07",47,"Friday",98.2,1,"7",16,"4",122.081198759332,121.96784846279,118.820285526024,127.565523067105
"803","American Airlines","01/24/2019","2018-12-02",53,"Sunday",141.652941176471,1,"8",18,"4",191.859295378408,191.367051966326,160.283502839784,240.707149280777
"804","American Airlines","01/24/2019","2018-12-03",52,"Monday",141.652941176471,1,"7",17,"4",170.839458313016,171.139654014505,148.452605622719,208.881833112391
"805","American Airlines","01/24/2019","2018-12-04",51,"Tuesday",141.652941176471,1,"7",17,"4",173.953739868312,172.977177442253,150.554265006066,211.604664768471
"807","American Airlines","01/24/2019","2018-12-06",49,"Thursday",141.64375,1,"7",16,"4",158.90935528336,159.740009142553,140.900579244106,188.209246505672
"808","American Airlines","01/24/2019","2018-12-07",48,"Friday",141.533333333333,1,"7",16,"4",162.17852285795,162.395739695885,143.605084594327,191.847333402903
"809","American Airlines","01/24/2019","2018-12-08",47,"Saturday",141.533333333333,1,"7",16,"4",175.138981951473,174.760335148072,150.500286621939,215.28348196715
"810","American Airlines","01/25/2019","2018-12-02",54,"Sunday",278.457142857143,1,"8",18,"4",213.554049054685,213.830240911691,174.408389040384,277.126690698149
"811","American Airlines","01/25/2019","2018-12-03",53,"Monday",278.457142857143,1,"8",18,"4",200.340795374499,199.114014366678,166.507662491616,256.606785983664
"813","American Airlines","01/25/2019","2018-12-05",51,"Wednesday",222.591666666667,1,"7",17,"4",191.677800962111,191.43109856713,161.304054382466,240.63138943426
"814","American Airlines","01/25/2019","2018-12-06",50,"Thursday",141.192857142857,1,"7",17,"4",171.832539215539,171.590111352113,149.25304872696,209.138501489872
"815","American Airlines","01/25/2019","2018-12-07",49,"Friday",208.8,1,"7",16,"4",176.782995334799,177.420540582028,151.5198277088,217.763506679877
"817","American Airlines","01/26/2019","2018-12-02",55,"Sunday",128.2,1,"8",18,"4",173.346127804199,173.874894329374,150.195193355401,211.526819230371
"818","American Airlines","01/26/2019","2018-12-03",54,"Monday",128.2,1,"8",18,"4",164.133983343526,163.94863009426,144.487277077627,197.100629901234
"821","American Airlines","01/26/2019","2018-12-06",51,"Thursday",98.2,1,"7",17,"4",148.704290685289,148.961691159658,134.929663969253,170.740671665648
"822","American Airlines","01/26/2019","2018-12-07",50,"Friday",134.48,1,"7",17,"4",151.024128330687,150.497238399796,136.066628198445,175.800311294955
"823","American Airlines","01/26/2019","2018-12-08",49,"Saturday",134.48,1,"7",16,"4",160.157358477541,160.283054113411,142.585651695233,189.239169786955
"824","American Airlines","01/27/2019","2018-12-02",56,"Sunday",861.2,1,"8",19,"5",210.45938882956,210.258129521224,173.975608121333,271.198792365867
"825","American Airlines","01/27/2019","2018-12-03",55,"Monday",142.423529411765,1,"8",18,"4",199.052751490377,199.314707392837,166.152466582031,253.354670178911
"826","American Airlines","01/27/2019","2018-12-04",54,"Tuesday",142.423529411765,1,"8",18,"4",201.382591941624,201.357606419092,167.812163092633,258.346958629852
"827","American Airlines","01/27/2019","2018-12-05",53,"Wednesday",142.423529411765,1,"8",18,"4",202.076381779958,201.131908845718,167.559059930357,259.080521276771
"830","American Airlines","01/27/2019","2018-12-08",50,"Saturday",462.725454545455,1,"7",17,"4",192.919287634134,193.048774326787,162.936752797237,241.640152888334
"831","American Airlines","01/28/2019","2018-12-02",57,"Sunday",321.683333333333,1,"8",19,"5",198.536118349993,198.697316237442,164.76876779684,252.769060722368
"832","American Airlines","01/28/2019","2018-12-03",56,"Monday",198.575,1,"8",19,"5",188.34596984915,188.957244103238,159.179454961838,235.21675066161
"833","American Airlines","01/28/2019","2018-12-04",55,"Tuesday",221.2,1,"8",18,"4",192.753990809074,192.261763505887,161.821556242731,241.462703735701
"834","American Airlines","01/28/2019","2018-12-05",54,"Wednesday",374.35,1,"8",18,"4",192.287996032128,192.149390626026,161.398135512879,244.5338386202
"836","American Airlines","01/28/2019","2018-12-07",52,"Friday",204.594736842105,1,"7",17,"4",168.479409690631,169.297207884508,147.504262335014,202.942366615763
"837","American Airlines","01/28/2019","2018-12-08",51,"Saturday",284.673684210526,1,"7",17,"4",183.46682026726,183.58811196427,156.061895283262,228.389377026372
"838","American Airlines","01/29/2019","2018-12-02",58,"Sunday",162.825,1,"8",19,"5",133.596093422427,133.419472472266,125.682668987068,147.185614447669
"839","American Airlines","01/29/2019","2018-12-03",57,"Monday",222.9,1,"8",19,"5",131.077903404816,130.978863186571,124.345191319329,142.080469427769
"842","American Airlines","01/29/2019","2018-12-06",54,"Thursday",98.2,1,"8",18,"4",127.415858205183,127.378246485615,122.101078908171,136.303764037129
"843","American Airlines","01/29/2019","2018-12-07",53,"Friday",98.2,1,"8",18,"4",128.684866680299,128.437917790384,122.733531381317,138.494066857805
"844","American Airlines","01/29/2019","2018-12-08",52,"Saturday",108.2,1,"7",17,"4",129.952010832049,129.434583010331,123.337040321416,140.67487388787
"845","American Airlines","01/30/2019","2018-12-02",59,"Sunday",133.62,1,"8",20,"5",281.834019731589,282.380758848256,215.383934565532,392.928644791417
"846","American Airlines","01/30/2019","2018-12-03",58,"Monday",268.3,1,"8",19,"5",260.551956986304,262.256381408321,202.750290316482,355.507503566867
"847","American Airlines","01/30/2019","2018-12-04",57,"Tuesday",268.3,1,"8",19,"5",264.777456618562,262.701235489269,205.329899843063,363.03304836217
"848","American Airlines","01/30/2019","2018-12-05",56,"Wednesday",268.3,1,"8",19,"5",264.826432353923,263.117123925256,205.339677411251,359.035507279032
"851","American Airlines","01/30/2019","2018-12-08",53,"Saturday",204.275,1,"8",18,"4",270.827569729331,272.764014881928,210.861296978283,369.681508420575
"852","American Airlines","01/31/2019","2018-12-02",60,"Sunday",141.829411764706,1,"9",20,"5",177.906316484825,177.605942391976,152.159840834346,220.672355247065
"853","American Airlines","01/31/2019","2018-12-03",59,"Monday",141.829411764706,1,"8",20,"5",155.062656159497,155.126724161478,138.33010132079,182.074832050851
"854","American Airlines","01/31/2019","2018-12-04",58,"Tuesday",141.829411764706,1,"8",19,"5",156.44951180893,157.471872285191,139.176736678622,185.091378849897
"855","American Airlines","01/31/2019","2018-12-05",57,"Wednesday",163.146153846154,1,"8",19,"5",157.053892909267,157.175470193991,140.164682165206,184.550778681304
"856","American Airlines","01/31/2019","2018-12-06",56,"Thursday",141.83125,1,"8",19,"5",145.833263993279,145.423537950999,132.968079107841,167.257338741208
"858","American Airlines","01/31/2019","2018-12-08",54,"Saturday",134.8,1,"8",18,"4",158.673884365035,158.48240382705,140.739538354146,189.6053539449
"859","American Airlines","02/01/2019","2018-12-02",61,"Sunday",141.652941176471,1,"9",20,"5",212.682670653817,212.519043014204,175.238228700825,275.5323219232
"860","American Airlines","02/01/2019","2018-12-03",60,"Monday",141.652941176471,1,"9",20,"5",195.906073264821,196.979892769694,163.762835522448,248.227843858871
"861","American Airlines","02/01/2019","2018-12-04",59,"Tuesday",141.652941176471,1,"8",20,"5",179.546774187014,179.890584153813,153.99967255854,221.649530210414
"862","American Airlines","02/01/2019","2018-12-05",58,"Wednesday",222.591666666667,1,"8",19,"5",180.195016235776,180.509465088741,154.505714064179,222.809552271425
"863","American Airlines","02/01/2019","2018-12-06",57,"Thursday",141.192857142857,1,"8",19,"5",163.042281566061,163.159832346789,143.386274368171,194.607067460745
"864","American Airlines","02/01/2019","2018-12-07",56,"Friday",208.8,1,"8",19,"5",166.036330057597,165.676824997129,146.05514564354,200.815868227635
"866","American Airlines","02/02/2019","2018-12-02",62,"Sunday",134.985,1,"9",21,"5",155.183713895617,155.481123441411,138.942037625853,181.864786455416
"867","American Airlines","02/02/2019","2018-12-03",61,"Monday",134.985,1,"9",20,"5",150.242821086714,149.218832963315,136.089768181511,173.044569042164
"868","American Airlines","02/02/2019","2018-12-04",60,"Tuesday",134.985,1,"9",20,"5",151.173900743034,151.621385379598,136.750180050084,175.036717117814
"869","American Airlines","02/02/2019","2018-12-05",59,"Wednesday",152.25,1,"8",20,"5",141.983329784135,142.294525829049,130.598321460711,159.917530614035
"870","American Airlines","02/02/2019","2018-12-06",58,"Thursday",141.171428571429,1,"8",19,"5",134.871170930617,134.627983667772,126.856093719534,148.201854230963
"871","American Airlines","02/02/2019","2018-12-07",57,"Friday",141.171428571429,1,"8",19,"5",136.124921060146,136.249407384415,127.281768659828,150.379600890538
"874","American Airlines","02/03/2019","2018-12-03",62,"Monday",284.790476190476,1,"9",21,"5",356.242268902004,357.417620695716,262.564065109812,513.015947484514
"875","American Airlines","02/03/2019","2018-12-04",61,"Tuesday",284.790476190476,1,"9",20,"5",376.4892014373,378.351315264611,274.030310041803,541.467430432309
"876","American Airlines","02/03/2019","2018-12-05",60,"Wednesday",142.395238095238,1,"9",20,"5",367.579266165212,368.306235065858,268.513007515791,533.836557117439
"877","American Airlines","02/03/2019","2018-12-06",59,"Thursday",142.395238095238,1,"8",20,"5",256.739746006115,257.798418649205,200.378784855825,350.438557593931
"879","American Airlines","02/03/2019","2018-12-08",57,"Saturday",462.725454545455,1,"8",19,"5",307.188622456608,307.533670575948,229.845404466469,431.464399574673
